type,title,director,date_added,release_year,rating,duration
TV Show,Chhota Bheem,,11-jul.-19,2019,TV-Y,1
Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,1-Apr-20,2012,TV-Y7,87
Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra",10-May-19,2018,TV-Y7,63
Movie,68 Kill,Trent Haaga,1-Sep-19,2017,R,96
Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia",10-May-19,2018,TV-Y7,62
Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra",10-May-19,2018,TV-Y7,62
TV Show,Chhota Bheem Kung Fu Dhamaka Series,,1-jan.-20,2019,TV-Y7,1
Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das",15-Aug-19,2019,TV-Y7,112
TV Show,Chicago Typewriter,,1-Oct-19,2017,TV-14,1
Movie,Chicken Kokkachi,Anuranjan Premji,1-jul.-18,2017,TV-14,113
Movie,Chicken Little,Mark Dindal,16-mar.-16,2005,G,82
TV Show,Chicken Soup for the Soul's Being Dad,,27-Aug-18,2018,TV-MA,1
Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,3-Dec-20,2020,TV-Y,25
TV Show,Chico Bon Bon: Monkey with a Tool Belt,,27-Oct-20,2020,TV-Y,4
TV Show,7 (Seven),Nizar Shafi,30-jul.-19,2019,TV-14,1
Movie,Chief Daddy,Niyi Akinmolayan,15-mar.-19,2018,TV-MA,98
TV Show,Chief of Staff,,12-nov.-19,2019,TV-14,2
Movie,Child's Play,Tom Holland,31-Dec-19,1988,R,87
TV Show,Children of Adam,,12-Dec-20,2020,TV-14,1
Movie,Children of God,John Smithson,1-Aug-16,1994,TV-MA,63
Movie,Children of the Sea,Ayumu Watanabe,1-Sep-20,2019,TV-PG,112
TV Show,Children of the Whales,,13-mar.-18,2017,TV-14,1
TV Show,Chill with Bob Ross,,1-Dec-16,1994,TV-G,1
Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari",2-Aug-18,2011,TV-PG,127
TV Show,Chilling Adventures of Sabrina,,31-Dec-20,2020,TV-14,4
Movie,7 años,Roger Gual,27-Oct-16,2016,TV-MA,77
Movie,China Salesman,Tan Bing,24-Sep-18,2017,TV-MA,111
Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,1-jun.-17,2017,TV-MA,63
TV Show,Chip and Potato,,29-nov.-19,2019,TV-Y,2
Movie,Chippa,Safdar Rahman,1-jun.-20,2020,TV-14,92
Movie,Chittagong,Bedabrata Pain,1-jan.-18,2012,NR,105
Movie,Chitty Chitty Bang Bang,Ken Hughes,1-jan.-20,1968,G,146
Movie,Chloe,Atom Egoyan,1-jan.-20,2009,R,96
TV Show,Chocolate,,30-nov.-19,2019,TV-14,1
Movie,Chocolate City: Vegas Strip,Jean-Claude La Marre,12-Aug-17,2017,TV-MA,90
Movie,Choked: Paisa Bolta Hai,Anurag Kashyap,5-jun.-20,2020,TV-14,114
TV Show,7 Days Out,,21-Dec-18,2018,TV-PG,1
Movie,Chopsticks,Sachin Yardi,31-May-19,2019,TV-MA,101
TV Show,Chosen,,17-Oct-19,2019,TV-14,2
Movie,Chris Brown: Welcome to My Life,Andrew Sandler,7-Oct-17,2017,TV-MA,80
Movie,Chris D'Elia: Incorrigible,Bill D'Elia,17-Apr-15,2015,TV-MA,84
Movie,Chris D'Elia: Man on Fire,Bill D'Elia,27-jun.-17,2017,TV-MA,66
Movie,Chris D'Elia: No Pain,Matt D'Elia,14-Apr-20,2020,TV-MA,55
Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,12-jan.-21,2021,TV-MA,98
Movie,Chris Rock: Tamborine,Bo Burnham,14-Feb-18,2018,TV-MA,65
Movie,Chris Tucker Live,Phil Joanou,10-jul.-15,2015,TV-MA,92
Movie,Christian Mingle,Corbin Bernsen,6-jun.-19,2014,PG,99
Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi",15-May-19,2018,TV-PG,137
TV Show,Christiane Amanpour: Sex & Love Around the World,,30-Sep-18,2018,TV-MA,1
Movie,Christina P: Mother Inferior,Jay Karas,10-Oct-17,2017,TV-MA,59
Movie,Christine,Antonio Campos,13-Aug-20,2016,R,119
Movie,Christmas Break-In,Michael Kampa,1-nov.-20,2019,TV-PG,87
Movie,Christmas Crossfire,Detlev Buck,4-Dec-20,2020,TV-MA,106
Movie,Christmas Crush,Marita Grabiak,4-nov.-19,2012,TV-PG,87
Movie,Christmas in the Heartland,Harvey Lowry,1-nov.-19,2017,TV-PG,112
Movie,Christmas in the Smokies,Gary Wheeler,1-mar.-19,2015,TV-G,88
Movie,Christmas Inheritance,Ernie Barbarash,15-Dec-17,2017,TV-G,105
Movie,Christmas Survival,James Dearden,1-nov.-19,2018,TV-MA,101
Movie,7 Khoon Maaf,Vishal Bhardwaj,2-Aug-18,2011,TV-MA,148
Movie,Christmas Wedding Planner,Justin G. Dyck,15-nov.-18,2017,PG,86
Movie,Christmas with a Prince,Justin G. Dyck,4-nov.-20,2018,TV-PG,86
Movie,Christmas With A View,Justin G. Dyck,1-nov.-18,2018,TV-PG,91
Movie,Christmas with the Kranks,Joe Roth,1-jan.-19,2004,PG,99
Movie,Christopher Robin,Marc Forster,5-mar.-19,2018,PG,104
Movie,Chronically Metropolitan,Xavier Manrique,1-Feb-20,2016,TV-MA,86
Movie,Chronicle of an Escape,Israel Adrián Caetano,15-jun.-18,2006,R,104
TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",,18-Oct-19,2019,TV-Y,1
TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),,18-Apr-20,2019,TV-Y,1
Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),,18-Oct-19,2019,TV-Y,47
TV Show,72 Cutest Animals,,1-jun.-16,2016,TV-PG,1
Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),,18-Oct-19,2019,TV-Y,56
Movie,ChuChuTV Surprise Eggs Learning Videos (English),,18-Oct-19,2019,TV-Y,61
Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),,18-Oct-19,2019,TV-Y,34
TV Show,Chuck Chicken,,15-nov.-17,2017,TV-Y7,1
Movie,Chup Chup Ke,"Priyadarshan, Kookie V. Gulati",1-nov.-18,2006,TV-PG,158
Movie,Chupan Chupai,Mohsin Ali,15-jan.-19,2017,TV-14,118
Movie,Chupke Chupke,Hrishikesh Mukherjee,31-Dec-19,1975,TV-PG,127
TV Show,Churchill’s Secret Agents: The New Recruits,,29-jun.-18,2018,TV-MA,1
Movie,CIA: Comrade in America,Amal Neerad,1-May-18,2017,TV-14,130
Movie,Cinar Agaci,Handan İpekçi,28-Apr-20,2011,TV-14,115
TV Show,72 Dangerous Animals: Asia,,10-Aug-18,2018,TV-14,1
TV Show,Cinderella and the Four Knights,,15-Dec-19,2016,TV-PG,1
TV Show,Cinta 100KG,,8-May-19,2016,TV-14,1
TV Show,Cinta Iris,,8-May-19,2015,TV-PG,1
TV Show,Cinta Si Wedding Planner,,8-May-19,2015,TV-14,1
TV Show,Cinta Teruna Kimchi,,8-May-19,2016,TV-PG,1
Movie,Circle,"Aaron Hann, Mario Miscione",16-Oct-15,2015,TV-MA,86
Movie,Circus of Books,Rachel Mason,22-Apr-20,2020,TV-MA,87
Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,16-Apr-18,2009,PG-13,109
Movie,Citation,Kunle Afolayan,6-nov.-20,2020,TV-MA,151
Movie,Cities of Last Things,Wi Ding Ho,12-jul.-19,2018,TV-MA,106
Movie,"2,215",Nottapon Boonprakob,1-mar.-19,2018,TV-MA,89
TV Show,72 Dangerous Animals: Latin America,,22-Dec-17,2017,TV-14,1
TV Show,City in the Sky,,1-Oct-17,2016,TV-PG,1
Movie,City of God,"Fernando Meirelles, Katia Lund",1-jan.-20,2002,R,130
Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal",7-May-18,2013,TV-MA,69
Movie,City of Joy,Madeleine Gavin,7-Sep-18,2018,TV-MA,77
Movie,City of Tiny Lights,Pete Travis,21-jul.-17,2016,TV-MA,110
TV Show,Civilizations,,1-Oct-18,2018,TV-14,1
Movie,Clair Obscur,Yesim Ustaoglu,13-Oct-17,2016,TV-MA,102
TV Show,CLANNAD,,1-nov.-19,2008,TV-PG,2
Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,14-nov.-19,2019,TV-MA,88
Movie,Clash of the Titans,Louis Leterrier,1-Aug-19,2010,PG-13,106
TV Show,72 Dangerous Places to Live,,1-jun.-16,2016,TV-PG,1
Movie,Class of '61,Gregory Hoblit,1-Apr-18,1993,TV-PG,91
Movie,Class of '83,Atul Sabharwal,21-Aug-20,2020,TV-14,98
Movie,Class Rank,Eric Stoltz,18-Sep-18,2018,TV-MA,103
TV Show,Classic Legends,,15-May-17,2012,TV-PG,1
TV Show,Cleo & Cuquin,Fernando Moro,1-jul.-20,2020,TV-Y,2
Movie,Cleopatra Jones,Jack Starrett,1-nov.-19,1973,PG,89
TV Show,Cleverman,,5-Sep-20,2017,TV-MA,1
Movie,Click,Frank Coraci,1-jan.-20,2006,PG-13,108
TV Show,Click for Murder,,17-Sep-17,2017,TV-14,1
Movie,Clinical,Alistair Legrand,13-jan.-17,2017,TV-MA,104
TV Show,7SEEDS,,26-mar.-20,2020,TV-MA,2
Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,17-Sep-19,2017,TV-MA,124
Movie,Close,,18-jan.-19,2019,TV-MA,95
Movie,Close Enemies,David Oelhoffen,29-jan.-20,2018,TV-MA,112
TV Show,Close Your Eyes Before It’s Dark,,1-Aug-17,2016,TV-14,1
Movie,Closed Circuit,John Crowley,16-Oct-17,2013,R,96
Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer",1-Aug-17,2012,R,172
Movie,Clouds of Sils Maria,Olivier Assayas,12-Feb-17,2014,R,124
Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller",1-jan.-21,2009,PG,90
Movie,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn",15-nov.-20,2013,PG,95
Movie,Cloverfield,Matt Reeves,1-jan.-20,2008,PG-13,85
TV Show,9 Months That Made You,,1-mar.-17,2016,TV-PG,1
Movie,"Club de Cuervos Presents: I, Potro",Marcos Bucay,19-Oct-18,2018,TV-MA,51
TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,,18-jun.-18,2018,TV-MA,1
TV Show,Club Friday The Series 6,,9-mar.-19,2015,TV-MA,9
TV Show,Club Friday The Series 7,,18-jun.-18,2016,TV-MA,7
TV Show,Club Friday The Series 8,,2-Feb-19,2017,TV-MA,8
TV Show,Club Friday To Be Continued - Friend & Enemy,,20-Apr-18,2016,TV-MA,1
TV Show,Club Friday To Be Continued - My Beautiful Tomboy,,13-Apr-18,2016,TV-MA,1
TV Show,Club Friday To Be Continued - The Promise,,20-Apr-18,2016,TV-MA,1
TV Show,Club of Crows,,25-jan.-19,2019,TV-MA,4
Movie,Coach Carter,Thomas Carter,1-jan.-20,2005,PG-13,137
Movie,90 ML,Anita Udeep,13-Aug-19,2019,TV-MA,123
TV Show,Coach Snoop,,2-Feb-18,2018,TV-MA,1
TV Show,Cobra Kai,,1-jan.-21,2021,TV-14,3
TV Show,Cocaine,,1-Aug-16,2005,TV-14,1
TV Show,Cocaine Coast,,3-Aug-18,2018,TV-MA,1
Movie,Coco y Raulito: Carrusel de ternura,"Raúl Campos, Jan Suter",27-jul.-18,2018,TV-MA,57
TV Show,Cocomelon,,18-Dec-20,2020,TV-Y,2
TV Show,Cocomong,,15-Dec-19,2015,TV-Y,2
Movie,Code 8,Jeff Chan,11-Apr-20,2019,TV-MA,98
TV Show,Code Geass: Lelouch of the Rebellion,,1-May-19,2008,TV-MA,2
TV Show,Code Lyoko,,1-Oct-20,2007,TV-Y7,4
Movie,93 Days,Steve Gukas,5-mar.-20,2016,TV-PG,121
Movie,Code Name: The Cleaner,Les Mayfield,1-nov.-19,2007,PG-13,91
Movie,Coffee & Kareem,Michael Dowse,3-Apr-20,2020,TV-MA,88
Movie,Coffee for All,"Fluvio Iannuci, Roly Santos",1-May-18,2017,TV-PG,69
Movie,Coffee with D,Vishal Mishra,1-nov.-17,2017,TV-PG,120
Movie,Coin Heist,Emily Hagins,6-jan.-17,2017,TV-14,98
TV Show,Cold Case Files,,15-Sep-19,2017,TV-14,1
TV Show,Cold Case Files Classic,,15-Sep-20,1999,TV-MA,1
Movie,Cold Feet,Moses Inwang,15-jul.-20,2019,TV-14,98
Movie,Cold Harbour,Carey McKenzie,1-Oct-20,2013,TV-MA,73
Movie,Colin Quinn: Red State Blue State,Robert Moresco,9-Aug-19,2019,TV-14,66
Movie,A 2nd Chance,Clay Glen,1-jul.-17,2011,PG,95
Movie,Colin Quinn: The New York Story,Jerry Seinfeld,18-nov.-16,2016,TV-MA,62
Movie,Colin Quinn: Unconstitutional,Jay Chapman,15-Aug-17,2015,TV-MA,56
Movie,Colkatay Columbus,Saurav Palodhi,30-mar.-17,2016,TV-14,118
TV Show,Collateral,,9-mar.-18,2018,TV-MA,1
TV Show,College Romance,,1-Oct-19,2018,TV-MA,1
Movie,Colonia,Florian Gallenberger,14-jul.-18,2015,R,110
TV Show,Colony,,2-May-19,2018,TV-14,3
TV Show,Color of Woman,,15-Dec-16,2012,TV-PG,1
Movie,Colours of Passion,Ketan Mehta,25-May-18,2008,TV-14,114
Movie,Come and Find Me,Zack Whedon,18-Sep-19,2016,R,112
Movie,A 3 Minute Hug,Everardo González,28-Oct-19,2019,TV-PG,28
Movie,Come Sunday,Joshua Marston,13-Apr-18,2018,TV-14,105
TV Show,Comedians in Cars Getting Coffee,Jerry Seinfeld,19-jul.-19,2019,TV-14,6
TV Show,COMEDIANS of the world,,1-jan.-19,2019,TV-MA,13
TV Show,Comedy Bang! Bang!,," December 28, 2016",2016,TV-14,5
TV Show,Comedy High School,,1-jul.-18,2018,TV-14,1
Movie,Command and Control,Robert Kenner,15-May-17,2017,TV-PG,92
TV Show,Community,,1-Apr-20,2015,TV-14,6
Movie,Como caído del cielo,Pepe Bojórquez,24-Dec-19,2019,TV-14,117
Movie,Company,Ram Gopal Varma,1-mar.-18,2002,TV-MA,137
Movie,Compulsion,Craig Goodwill,4-Oct-18,2016,TV-MA,84
Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,15-Oct-20,2020,TV-PG,99
TV Show,Conan Without Borders,,31-Dec-18,2018,TV-14,1
Movie,Concrete Football,"Jesse Adang, Syrine Boulanouar",1-Sep-17,2016,TV-MA,52
Movie,Concussion,Stacie Passon,2-Aug-18,2013,R,96
Movie,Conjuring Spirit,Van M. Pham,28-Aug-18,2014,TV-MA,112
TV Show,Connected,,2-Aug-20,2020,TV-14,1
Movie,Conor McGregor: Notorious,Gavin Fitzgerald,21-mar.-18,2017,R,90
Movie,Consequences,Ozan Açıktan,25-Oct-19,2014,TV-MA,106
Movie,Consequences ,Ozan Açıktan,25-Oct-19,2014,TV-MA,106
TV Show,Conspiracy,,1-Sep-16,2015,TV-14,1
TV Show,Containment,,21-Oct-16,2016,TV-MA,1
Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore",14-Feb-20,2017,R,104
Movie,Contract,Ram Gopal Varma,2-mar.-19,2008,TV-14,116
TV Show,Control Z,,22-May-20,2020,TV-MA,1
TV Show,Conversations with a Killer: The Ted Bundy Tapes,,24-jan.-19,2019,TV-MA,1
Movie,Convict,Abdul Aziz Hashad,13-jun.-19,2014,TV-14,97
Movie,Cook Off,Tomas Brickhill,1-jun.-20,2017,TV-G,100
TV Show,Cooked,,19-Feb-16,2016,TV-14,1
TV Show,Cooked with Cannabis,,20-Apr-20,2020,TV-MA,1
TV Show,Cooking on High,,22-jun.-18,2018,TV-MA,1
Movie,Cool Hand Luke,Stuart Rosenberg,1-jan.-21,1967,TV-14,127
Movie,Cop and a Half: New Recruit,Jon Rosenbaum,17-Aug-17,2017,PG,96
Movie,3022,John Suits,19-mar.-20,2019,R,91
Movie,A Beautiful Life,Andrew Lau Wai-Keung,1-Dec-18,2011,TV-14,122
Movie,Cop Car,Jon Watts,16-jun.-19,2015,R,88
Movie,Cop Watchers,Ben Steele,1-Aug-17,2016,TV-MA,45
Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",28-Dec-20,2020,PG-13,8
Movie,Coraline,Henry Selick,16-mar.-17,2009,PG,101
TV Show,"Coronavirus, Explained",,26-Apr-20,2020,TV-PG,1
Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,4-jun.-19,2015,TV-MA,12
Movie,Countdown to Death: Pablo Escobar,"Santiago Diaz, Pablo Martin Farina",22-jan.-18,2017,TV-MA,69
Movie,Counterfeiting in Suburbia,Jason Bourque,1-jul.-18,2018,TV-14,88
Movie,Counterpunch,Jay Bulger,16-jun.-17,2017,TV-MA,91
TV Show,Country Ever After,,6-nov.-20,2020,TV-PG,1
Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,1-Apr-18,2016,TV-14,104
Movie,Couple of Days,Tolu Awobiyi,26-Feb-20,2016,TV-14,103
Movie,Couples Counseling,Alexandre Reinecke,1-Apr-17,2016,TV-MA,88
TV Show,Court Justice,,2-Oct-19,2017,TV-MA,1
Movie,Covered: Alive in Asia,"Micah Bickham, Galley Molina",31-mar.-16,2016,TV-G,75
Movie,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",15-Sep-15,2014,TV-PG,90
Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,11-jan.-21,2021,TV-MA,90
Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,1-May-20,2018,TV-MA,97
Movie,Craig Ferguson: Tickle Fight,Jay Chapman,5-Dec-17,2017,TV-MA,67
Movie,Crash,Paul Haggis,1-Oct-19,2004,R,112
TV Show,Crash Landing on You,,15-Dec-19,2019,TV-14,1
Movie,A Boy Called Po,John Asher,15-jan.-18,2016,PG,94
TV Show,Crashing,,2-jun.-17,2016,TV-MA,1
Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,17-Aug-20,2020,TV-PG,102
Movie,Crazy Beautiful You,Mae Czarina Cruz,6-Aug-19,2015,TV-14,114
TV Show,Crazy Delicious,,24-jun.-20,2020,TV-PG,1
TV Show,Crazy Ex-Girlfriend,,13-Apr-19,2019,TV-MA,4
Movie,Crazy people,Moses Inwang,29-nov.-19,2018,TV-MA,107
TV Show,"Crazy, Lovely, Cool",Obi Emelonye,15-Dec-19,2018,TV-MA,1
TV Show,Crazyhead,,16-Dec-16,2016,TV-MA,1
Movie,CRD,Kranti Kanade,29-Apr-19,2016,TV-MA,110
Movie,Creating The Queen's Gambit,,8-jan.-21,2021,TV-14,14
TV Show,A Boy Name Flora A,,1-Sep-17,2017,TV-MA,1
TV Show,Creators,,1-nov.-18,2015,TV-Y,2
Movie,Creep,Patrick Brice,14-jul.-15,2014,R,78
Movie,Creep 2,Patrick Brice,23-Dec-17,2017,TV-MA,80
TV Show,Creeped Out,,4-Oct-19,2019,TV-PG,2
TV Show,Cricket Fever: Mumbai Indians,,1-mar.-19,2019,TV-MA,1
TV Show,Crime Diaries: Night Out,Felipe Cano,3-May-19,2019,TV-MA,1
TV Show,Crime Diaries: The Candidate,,22-mar.-19,2019,TV-MA,1
TV Show,Crime Time,,31-jan.-19,2017,TV-MA,1
TV Show,Criminal Minds,,30-jun.-17,2017,TV-14,12
TV Show,Criminal: France,,20-Sep-19,2019,TV-MA,1
Movie,A Bridge Too Far,Richard Attenborough,1-jul.-20,1977,PG,176
TV Show,Criminal: Germany,,20-Sep-19,2019,TV-MA,1
TV Show,Criminal: Spain,Mariano Barroso,20-Sep-19,2019,TV-MA,1
TV Show,Criminal: UK,,16-Sep-20,2020,TV-MA,2
Movie,Crip Camp: A Disability Revolution,,25-mar.-20,2020,R,108
Movie,Cristela Alonzo: Lower Classy,Marcus Raboy,24-jan.-17,2017,TV-MA,67
Movie,Cristina,Michèle Ohayon,4-jul.-19,2016,TV-14,40
Movie,Crossroads: One Two Jaga,Nam Ron,1-Dec-18,2018,TV-14,81
Movie,"Crouching Tiger, Hidden Dragon",Ang Lee,1-mar.-19,2000,PG-13,120
Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,26-Feb-16,2016,PG-13,101
Movie,Cuba and the Cameraman,Jon Alpert,24-nov.-17,2017,TV-14,114
Movie,A California Christmas,Shaun Paul Piccinino,14-Dec-20,2020,PG-13,107
TV Show,Cuckoo,,19-Apr-19,2019,TV-MA,5
Movie,Cuddle Weather,Rod Cabatana Marmol,14-Feb-20,2019,TV-MA,95
Movie,Cult of Chucky,Don Mancini,3-Oct-17,2017,R,90
Movie,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Mana Yasuda,28-Sep-19,2019,TV-PG,45
TV Show,Cupcake & Dino - General Services,,3-May-19,2019,TV-Y7,2
TV Show,Curon,,10-jun.-20,2020,TV-MA,1
TV Show,Cursed,,17-jul.-20,2020,TV-MA,1
Movie,Curtiz,Tamas Yvan Topolanszky,25-mar.-20,2018,TV-MA,99
Movie,Cut Bank,Matt Shakman,1-Dec-19,2014,R,93
Movie,Cutie and the Boxer,Zachary Heinzerling,14-jun.-18,2013,R,82
Movie,A Champion Heart,David de Vos,14-Apr-20,2018,G,90
Movie,Cuties,Maïmouna Doucouré,9-Sep-20,2020,TV-MA,96
TV Show,Cyborg 009 VS Devilman,,1-Apr-16,2015,TV-MA,1
TV Show,Cyborg 009: Call of Justice,,10-Feb-17,2017,TV-14,1
Movie,Cycle,Prakash Kunte,10-Sep-20,2018,TV-PG,96
Movie,D.L. Hughley: Clear,Jay Chapman,13-jul.-17,2014,TV-MA,59
Movie,D.L. Hughley: Contrarian,Jay Chapman,21-jul.-19,2018,TV-MA,58
TV Show,Déjà Vu,,2-jan.-19,2013,TV-14,1
TV Show,Dérè: An African Tale,,15-Aug-20,2016,TV-PG,1
Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa",10-mar.-17,2013,TV-PG,102
Movie,Dügün Dernek 2: Sünnet,Selçuk Aydemir,10-mar.-17,2015,TV-MA,107
Movie,A Chaster Marriage,Umut Kirca,2-Oct-20,2016,TV-14,94
Movie,Da 5 Bloods,Spike Lee,12-jun.-20,2020,R,156
Movie,Da Kath & Kim Code,Ted Emery,28-jul.-18,2005,TV-PG,82
Movie,Daagdi Chaawl,Chandrakant Kanse,15-Feb-18,2015,TV-14,118
Movie,Dabbe 5: Zehr-i Cin,Hasan Karacadağ,12-Apr-19,2014,TV-MA,133
Movie,Dabbe 6: The Return,Hasan Karacadağ,17-Apr-19,2015,TV-MA,153
Movie,Dabbe: The Possession,Hasan Karacadağ,12-Apr-19,2013,TV-MA,135
Movie,Dad,Gary David Goldberg,1-Apr-18,1989,PG,117
Movie,Dad Wanted,Javier Colinas,11-Sep-20,2020,TV-14,103
TV Show,Dad's Army,," March 31, 2018",1977,TV-PG,10
Movie,Daddy Day Care,Steve Carr,1-jan.-19,2003,PG,93
Movie,A Choo,"Kevin Ko, Peter Tsi",14-Oct-20,2020,TV-14,101
Movie,Daddy Issues,Amara Cash,20-Sep-19,2019,TV-MA,82
Movie,Daemonium,Pablo Parés,20-Dec-16,2015,NR,115
Movie,Daffedar,Johnson Esthappan,1-jul.-18,2017,TV-14,151
Movie,Dagh Ujala,Raj Amit Kumar,1-Apr-18,2015,TV-MA,103
Movie,Dallas Buyers Club,Jean-Marc Vallée,16-jan.-18,2013,R,117
TV Show,Damnation,,7-nov.-18,2017,TV-MA,1
Movie,"Dana Carvey: Straight White Male, 60",Marcus Raboy,4-nov.-16,2016,TV-MA,64
TV Show,Dance & Sing with True,,18-May-18,2018,TV-Y,1
TV Show,Dance Academy,,20-Dec-17,2013,TV-PG,1
Movie,Dance Academy: The Comeback,Jeffrey Walker,2-jul.-18,2017,TV-PG,100
Movie,A Christmas Catch,,4-nov.-20,2018,TV-G,87
Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,27-nov.-20,2020,TV-G,81
TV Show,Dancing Angels,,27-Apr-18,2016,TV-PG,1
TV Show,Dancing Queen,,5-Oct-18,2018,TV-14,1
Movie,Dancing Quietly,Philipp Eichholtz,1-Apr-17,2016,TV-MA,70
Movie,Dancing with the Birds,Huw Cordey,23-Oct-19,2019,TV-PG,52
TV Show,Dandy,,31-mar.-18,2016,TV-MA,1
Movie,Dangal,Nitesh Tiwari,21-jun.-17,2016,TV-PG,161
TV Show,Danger Mouse,,9-nov.-16,2016,TV-Y7,2
TV Show,Danger Mouse: Classic Collection,,15-jun.-15,1992,TV-Y,10
Movie,Dangerous Lies,Michael M. Scott,30-Apr-20,2020,TV-14,97
Movie,1-Oct,Kunle Afolayan,1-Sep-19,2014,TV-14,149
Movie,A Christmas Prince,Alex Zamm,17-nov.-17,2017,TV-PG,92
TV Show,Dangerous Roads,," February 1, 2019",2012,TV-MA,2
TV Show,Daniel Sloss: Live Shows,,11-Sep-18,2018,TV-MA,1
Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",27-jun.-19,2019,TV-MA,55
Movie,Daniel Sosa: Sosafado,"Raúl Campos, Jan Suter",3-Feb-17,2017,TV-MA,78
Movie,Danny Says,Brendan Toller,2-mar.-17,2015,TV-MA,103
Movie,Dante's Peak,Roger Donaldson,1-Sep-19,1997,PG-13,108
Movie,Danur: I Can See Ghosts,Awi Suryadi,27-mar.-19,2017,TV-MA,75
Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,4-May-18,2018,TV-MA,113
Movie,Darc,Julius R. Nasso,1-May-18,2018,TV-MA,98
TV Show,Dare Me,,30-Dec-20,2019,TV-MA,1
Movie,A Christmas Prince: The Royal Baby,John Schultz,5-Dec-19,2019,TV-PG,85
Movie,Dare to Be Wild,,1-Apr-18,2015,TV-PG,100
TV Show,Dark,,27-jun.-20,2020,TV-MA,3
Movie,Dark Chocolate (Bengali Version),Agnidev Chatterjee,15-Dec-17,2016,TV-MA,91
Movie,Dark Crimes,Alexandros Avranas,15-Oct-19,2016,R,93
TV Show,Dark Desire,,15-jul.-20,2020,TV-MA,1
Movie,Dark Forces,Bernardo Arellano,21-Aug-20,2020,TV-MA,81
Movie,Dark Light,Padraig Reynolds,5-Apr-20,2019,TV-MA,90
TV Show,Dark Matter,,25-Sep-17,2017,TV-PG,3
Movie,Dark Places,Gilles Paquet-Brenner,26-jul.-18,2015,R,113
Movie,Dark Skies,Scott Stewart,22-jun.-20,2013,PG-13,97
Movie,A Christmas Prince: The Royal Wedding,John Schultz,30-nov.-18,2018,TV-PG,93
TV Show,Dark Tourist,,20-jul.-18,2018,TV-MA,1
Movie,Dark Waters,Youssef Chahine,18-jun.-20,1956,TV-14,104
Movie,Darna Mana Hai,Prawal Raman,1-Aug-19,2003,TV-MA,116
TV Show,Darr Sabko Lagta Hai,,1-mar.-18,2015,TV-MA,1
Movie,Darra,Parveen Kumar,15-Oct-17,2016,TV-14,121
TV Show,DASH & LILY,,10-nov.-20,2020,TV-14,1
TV Show,Dating Around,,12-jun.-20,2020,TV-MA,2
TV Show,Dating Around: Brazil,Cassia Dian,10-jul.-20,2020,TV-14,1
TV Show,Daughters of Destiny,Vanessa Roth,28-jul.-17,2017,TV-14,1
Movie,Daughters of the Dust,Julie Dash,10-jun.-17,1991,NR,112
Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,20-Dec-16,2016,TV-Y7,22
